repo,pr_id,pr_url,state,created_at,merged_at,closed_at,author,comments,review_comments,commits,additions,deletions,changed_files,title,body_length,has_security_terms,has_financial_terms,pr_commits,pr_lines_added,pr_lines_removed,pr_files_changed,pr_complexity_changes,test_files_changed,config_files_changed,py_files,java_files,js_files,md_files,touches_security,touches_financial,is_risky,risk_reasons,merge_time_hours,created_year,created_month,created_weekday,created_hour,is_weekend,is_business_hours,time_to_close_hours,pr_age_days,total_lines_changed,lines_per_file,net_lines,add_delete_ratio,relative_pr_size,complexity_per_line,total_comments,comments_per_line,comments_per_file,comments_per_commit,has_intense_discussion,title_length,title_word_count,title_has_feature,title_has_fix,title_has_refactor,body_code_ratio,body_size_category,py_files_ratio,java_files_ratio,js_files_ratio,md_files_ratio,file_type_diversity,has_security_files,has_financial_files,test_file_ratio,config_file_ratio,is_focused_pr,risk_score_raw,risk_score_norm,risk_category,risk_reason_count,has_risk_reason_many_files,has_risk_reason_touches_financial,has_risk_reason_touches_security,has_risk_reason_many_comments,has_risk_reason_title_financial,has_risk_reason_title_security,repo_binance/binance-connector-python,repo_ccxt/ccxt,repo_enigmampc/catalyst,repo_freqtrade/freqtrade,repo_quantopian/zipline,repo_stripe/stripe-python,repo_ta4j/ta4j,author_category,author_top_2pd,author_top_Dan-krm,author_top_TheCookieLab,author_top_anniel-stripe,author_top_caoilainnl,author_top_carlosmiei,author_top_dependabot,author_top_francescopeloi,author_top_helenye-stripe,author_top_jar-stripe,author_top_nimo23,author_top_other,author_top_pakrym-stripe,author_top_pcriadoperez,author_top_prathmesh-stripe,author_top_ramya-stripe,author_top_richardm-stripe,author_top_sc0Vu,author_top_stripe-openapi,author_top_ttodua,author_top_xavdid-stripe,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
ta4j/ta4j,1280,https://github.com/ta4j/ta4j/pull/1280,merged,2025-06-18 10:23:25+00:00,2025-06-18 17:06:46+00:00,2025-06-18 17:06:46+00:00,nimo23,0,0.0,2,17,50,26,remove unused imports,174,0,0,2,17,50,26,0,0,0,0,26,0,0,0,0,1,many_files,6.7225,2025,6,2,10,0,1,6.7225,213,67,2.576923076923077,-33,0.34,0.023035169178089326,0.0,0.0,0.0,0.0,0.0,0,21,3,0,0,0,2.5970149253731343,small,0.0,1.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,none,1,1,0,0,0,0,0,0,0,0,0,0,0,1,nimo23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1279,https://github.com/ta4j/ta4j/pull/1279,merged,2025-06-18 08:47:48+00:00,2025-06-18 16:56:02+00:00,2025-06-18 16:56:02+00:00,nimo23,0,0.0,1,23,22,3,fixed strict rules of ConvergenceDivergenceIndicator,209,0,0,1,23,22,3,0,0,0,0,0,0,0,0,0,0,none,8.137222222222222,2025,6,2,8,0,0,8.137222222222222,213,45,15.0,1,1.0454545454545454,0.015471382283791338,0.0,0.0,0.0,0.0,0.0,0,52,5,0,0,0,4.644444444444445,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nimo23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1195,https://github.com/ta4j/ta4j/pull/1195,closed,2024-10-11 21:22:46+00:00,,2025-06-18 12:46:57+00:00,nimo23,2,2.0,1,104,41,3,fix VersusEnterAndHoldCriterion,311,0,0,1,104,41,3,0,0,0,0,0,0,0,0,0,0,none,-1.0,2024,10,4,21,0,0,5991.4030555555555,463,145,48.333333333333336,63,2.5365853658536586,0.049852231803327644,0.0,4.0,0.027586206896551724,1.3333333333333333,4.0,0,31,2,0,1,0,2.1448275862068966,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nimo23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ta4j/ta4j,1197,https://github.com/ta4j/ta4j/pull/1197,closed,2024-10-11 22:47:14+00:00,,2025-06-18 11:21:19+00:00,nimo23,2,0.0,16,73,32,4,fix ReturnCriterion and ReturnOverMaxDrawdown with base,199,0,0,16,73,32,4,0,0,0,0,3,0,1,0,0,0,none,-1.0,2024,10,4,22,0,0,5988.5680555555555,463,105,26.25,41,2.28125,0.036099891995513125,0.0,2.0,0.01904761904761905,0.5,0.125,0,55,6,0,1,0,1.8952380952380952,small,0.0,0.75,0.0,0.25,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nimo23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ta4j/ta4j,1277,https://github.com/ta4j/ta4j/pull/1277,merged,2025-06-11 09:54:00+00:00,2025-06-17 17:13:39+00:00,2025-06-17 17:13:39+00:00,francescopeloi,0,0.0,4,1096,573,49,Refactor last PnL criteria into their net and gross versions,478,0,0,4,1096,573,49,0,0,0,0,29,0,1,0,1,1,"touches_financial, many_files",151.3275,2025,6,2,9,0,1,151.3275,220,1669,34.06122448979592,523,1.912739965095986,0.5738163784810609,0.0,0.0,0.0,0.0,0.0,0,60,10,0,0,1,0.286399041342121,small,0.0,0.9666666666666667,0.0,0.03333333333333333,2,0,1,0.0,0.0,0,3,2.73,low,2,1,1,0,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1276,https://github.com/ta4j/ta4j/pull/1276,merged,2025-06-04 14:01:05+00:00,2025-06-09 13:22:52+00:00,2025-06-09 13:22:52+00:00,francescopeloi,2,0.0,2,1531,838,42,Refactor PnL criteria to their net and gross versions,449,0,0,2,1531,838,42,0,0,0,0,29,0,1,0,0,1,many_files,119.36305555555556,2025,6,2,14,0,1,119.36305555555556,227,2369,56.404761904761905,693,1.8269689737470167,0.8144823251178152,0.0,2.0,0.0008442380751371887,0.047619047619047616,1.0,0,53,9,0,0,1,0.18953144786829887,small,0.0,0.9666666666666667,0.0,0.03333333333333333,2,0,0,0.0,0.0,0,0,0.0,none,1,1,0,0,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1260,https://github.com/ta4j/ta4j/pull/1260,merged,2025-05-14 17:29:01+00:00,2025-06-09 13:29:04+00:00,2025-06-09 13:29:04+00:00,TheCookieLab,1,4.0,6,142,58,7,RSIIndicator Fix getCountOfUnstableBars,589,0,0,6,142,58,7,0,0,0,0,6,0,1,0,0,0,none,620.0008333333334,2025,5,2,17,0,1,620.0008333333334,248,200,28.571428571428573,84,2.4482758620689653,0.06876169903907262,0.0,5.0,0.025,0.7142857142857143,0.8333333333333334,0,39,3,0,1,0,2.945,medium,0.0,0.8571428571428571,0.0,0.14285714285714285,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TheCookieLab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ta4j/ta4j,1275,https://github.com/ta4j/ta4j/pull/1275,closed,2025-06-03 12:58:45+00:00,,2025-06-04 13:26:32+00:00,francescopeloi,3,0.0,6,1478,838,41,Refactor all PnL criteria to have Net and Gross versions,487,0,0,6,1478,838,41,0,0,0,0,30,0,0,0,0,1,many_files,-1.0,2025,6,1,12,0,1,24.463055555555556,228,2316,56.48780487804878,640,1.7637231503579953,0.7962604748724609,0.0,3.0,0.0012953367875647669,0.07317073170731707,0.5,0,56,10,0,0,1,0.21027633851468047,small,0.0,1.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,none,1,1,0,0,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1273,https://github.com/ta4j/ta4j/pull/1273,merged,2025-06-01 19:52:27+00:00,2025-06-02 16:29:57+00:00,2025-06-02 16:29:57+00:00,francescopeloi,0,0.0,2,29,11,3,Refactor ProfitLossPercentageCriterion to calculate aggregated return,225,0,0,2,29,11,3,0,0,0,0,2,0,1,0,0,0,none,20.625,2025,6,6,19,1,0,20.625,230,40,13.333333333333334,18,2.6363636363636362,0.013752339807814522,0.0,0.0,0.0,0.0,0.0,0,69,6,0,0,1,5.625,small,0.0,0.6666666666666666,0.0,0.3333333333333333,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1274,https://github.com/ta4j/ta4j/pull/1274,merged,2025-06-02 12:30:57+00:00,2025-06-02 17:02:20+00:00,2025-06-02 17:02:20+00:00,francescopeloi,0,0.0,3,31,25,2,#1269 wrong variable name,95,0,0,3,31,25,2,0,0,0,0,2,0,0,0,0,0,none,4.523055555555556,2025,6,0,12,0,1,4.523055555555556,229,56,28.0,6,1.24,0.019253275730940333,0.0,0.0,0.0,0.0,0.0,0,25,4,0,0,0,1.6964285714285714,tiny,0.0,1.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ta4j/ta4j,1270,https://github.com/ta4j/ta4j/pull/1270,merged,2025-05-31 22:25:20+00:00,2025-06-01 23:43:55+00:00,2025-06-01 23:43:55+00:00,jleskovar,0,0.0,1,3,0,1,Use parameters flag for compilation,183,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,none,25.309722222222224,2025,5,5,22,1,0,25.309722222222224,231,3,3.0,3,3.0,0.0010314254855860892,0.0,0.0,0.0,0.0,0.0,0,35,5,0,0,0,61.0,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ta4j/ta4j,1269,https://github.com/ta4j/ta4j/pull/1269,merged,2025-05-28 13:42:02+00:00,2025-05-28 19:36:41+00:00,2025-05-28 19:36:41+00:00,francescopeloi,0,0.0,3,51,16,8,Clarify PnL criterion comments about trading costs,207,0,0,3,51,16,8,0,0,0,0,7,0,1,0,0,0,none,5.910833333333334,2025,5,2,13,0,1,5.910833333333334,234,67,8.375,35,3.1875,0.023035169178089326,0.0,0.0,0.0,0.0,0.0,0,50,7,0,0,0,3.08955223880597,small,0.0,0.875,0.0,0.125,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ta4j/ta4j,1267,https://github.com/ta4j/ta4j/pull/1267,merged,2025-05-26 14:22:12+00:00,2025-05-27 18:35:03+00:00,2025-05-27 18:35:03+00:00,francescopeloi,0,0.0,3,47,13,3,EnterAndHoldCriterion to account for transaction and hold costs,204,0,1,3,47,13,3,0,0,0,0,2,0,1,0,0,1,title_financial,28.214166666666667,2025,5,0,14,0,1,28.214166666666667,236,60,20.0,34,3.6153846153846154,0.020628509711721785,0.0,0.0,0.0,0.0,0.0,0,63,8,0,0,0,3.4,small,0.0,0.6666666666666666,0.0,0.3333333333333333,2,0,0,0.0,0.0,0,0,0.0,none,1,0,0,0,0,1,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ta4j/ta4j,1242,https://github.com/ta4j/ta4j/pull/1242,merged,2024-12-23 12:42:05+00:00,2025-01-24 18:35:43+00:00,2025-01-24 18:35:43+00:00,francescopeloi,5,0.0,6,404,30,12,#1186 heikin ashi bar builder,501,0,0,6,404,30,12,0,0,0,0,10,0,1,1,0,1,touches_security,773.8938888888889,2024,12,0,12,0,1,773.8938888888889,390,434,36.166666666666664,374,13.466666666666667,0.14921288691478757,0.0,5.0,0.01152073732718894,0.4166666666666667,0.8333333333333334,0,29,5,0,0,0,1.1543778801843319,medium,0.0,0.9090909090909091,0.0,0.09090909090909091,2,1,0,0.0,0.0,0,3,2.73,low,1,0,0,1,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1264,https://github.com/ta4j/ta4j/pull/1264,merged,2025-05-15 19:12:20+00:00,2025-05-15 19:16:04+00:00,2025-05-15 19:16:04+00:00,TheCookieLab,0,0.0,4,19,6,4,Feature/update test workflow,235,0,0,4,19,6,4,0,0,0,0,0,0,2,0,0,0,none,0.0622222222222222,2025,5,3,19,0,0,0.06222222222222222,247,25,6.25,13,3.1666666666666665,0.008595212379884077,0.0,0.0,0.0,0.0,0.0,0,28,3,1,0,0,9.4,small,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,1,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TheCookieLab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ta4j/ta4j,1258,https://github.com/ta4j/ta4j/pull/1258,closed,2025-05-04 14:44:29+00:00,,2025-05-06 23:44:13+00:00,jdgriffith,5,0.0,1,696,0,4,Add HFTBar (high-frequency trading) to use atomic types for thread safety,580,0,0,1,696,0,4,0,0,0,0,0,0,0,0,0,0,none,-1.0,2025,5,6,14,1,1,56.995555555555555,258,696,174.0,696,696.0,0.2392907126559727,0.0,5.0,0.007183908045977011,1.25,5.0,0,73,11,1,0,0,0.8333333333333334,medium,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ta4j/ta4j,1148,https://github.com/ta4j/ta4j/pull/1148,closed,2024-04-14 15:54:10+00:00,,2025-04-13 14:14:54+00:00,sgflt,10,8.0,135,152479,45581,690,Simplify ux optimize performance of backtesting and livetrading,2470,0,0,135,152479,45581,690,0,0,0,0,23,0,1,0,0,1,many_files,-1.0,2024,4,6,15,1,1,8734.345555555556,643,198060,287.04347826086956,106898,3.345231565783989,68.09471055839361,0.0,18.0,9.088155104513784e-05,0.02608695652173913,0.13333333333333333,1,63,8,0,0,1,0.012470968393416137,large,0.0,0.9583333333333334,0.0,0.041666666666666664,2,0,0,0.0,0.0,0,5,4.55,medium,1,1,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ta4j/ta4j,1204,https://github.com/ta4j/ta4j/pull/1204,closed,2024-10-23 18:31:22+00:00,,2025-02-26 16:48:34+00:00,Cypher01,2,0.0,1,127,0,3,Add SubstituteIndicator,117,0,0,1,127,0,3,0,0,0,0,0,0,0,0,0,0,none,-1.0,2024,10,2,18,0,0,3022.286666666667,451,127,42.333333333333336,127,127.0,0.04366367888981111,0.0,2.0,0.015748031496062992,0.6666666666666666,2.0,0,23,2,1,0,0,0.9212598425196851,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ta4j/ta4j,1205,https://github.com/ta4j/ta4j/pull/1205,closed,2024-10-23 18:48:45+00:00,,2025-02-26 16:48:18+00:00,Cypher01,2,0.0,1,157,0,3,Add NzIndicator,109,0,0,1,157,0,3,0,0,0,0,0,0,0,0,0,0,none,-1.0,2024,10,2,18,0,0,3021.9925,451,157,52.333333333333336,157,157.0,0.053977933745672,0.0,2.0,0.012738853503184714,0.6666666666666666,2.0,0,15,2,1,0,0,0.6942675159235668,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ta4j/ta4j,1251,https://github.com/ta4j/ta4j/pull/1251,merged,2025-02-22 07:06:20+00:00,2025-02-24 16:41:34+00:00,2025-02-24 16:41:34+00:00,sgflt,1,0.0,1,10,6,1,#150 Use highest and lowest indicators as instance variables,256,0,0,1,10,6,1,0,0,0,0,0,0,0,0,0,0,none,57.58722222222222,2025,2,5,7,1,0,57.58722222222222,329,16,16.0,4,1.6666666666666667,0.0055009359231258095,0.0,1.0,0.0625,1.0,1.0,0,60,9,0,0,0,16.0,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ta4j/ta4j,1201,https://github.com/ta4j/ta4j/pull/1201,merged,2024-10-22 20:02:39+00:00,2025-02-17 18:24:05+00:00,2025-02-17 18:24:05+00:00,Cypher01,6,13.0,10,206,1,3,Add AverageIndicator,114,0,0,10,206,1,3,0,0,0,0,2,0,1,0,0,0,none,2830.3572222222224,2024,10,1,20,0,0,2830.3572222222224,452,207,69.0,205,206.0,0.07116835850544016,0.0,19.0,0.09178743961352658,6.333333333333333,1.9,1,20,2,1,0,0,0.5507246376811594,small,0.0,0.6666666666666666,0.0,0.3333333333333333,2,0,0,0.0,0.0,0,1,0.91,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ta4j/ta4j,1246,https://github.com/ta4j/ta4j/pull/1246,merged,2025-01-07 19:18:01+00:00,2025-01-13 16:18:10+00:00,2025-01-13 16:18:10+00:00,sgflt,0,23.0,6,356,368,12,#1244 share math context,216,0,0,6,356,368,12,0,0,0,0,9,0,1,0,0,0,none,141.0025,2025,1,1,19,0,0,141.0025,375,724,60.333333333333336,-12,0.967391304347826,0.24891735052144287,0.0,23.0,0.031767955801104975,1.9166666666666667,3.8333333333333335,1,24,4,0,0,0,0.2983425414364641,small,0.0,0.9,0.0,0.1,2,0,0,0.0,0.0,0,1,0.91,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ta4j/ta4j,1149,https://github.com/ta4j/ta4j/pull/1149,closed,2024-04-18 07:12:29+00:00,,2025-01-09 19:19:33+00:00,sgflt,3,0.0,1,92,0,3,Introduced live trading LiveIndicator,383,0,0,1,92,0,3,0,0,0,0,0,0,0,0,0,0,none,-1.0,2024,4,3,7,0,0,6396.1177777777775,639,92,30.666666666666668,92,92.0,0.0316303815579734,0.0,3.0,0.03260869565217391,1.0,3.0,0,37,4,0,0,0,4.163043478260869,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ta4j/ta4j,1241,https://github.com/ta4j/ta4j/pull/1241,merged,2024-12-16 16:32:29+00:00,2024-12-27 14:22:58+00:00,2024-12-27 14:22:58+00:00,brhurley,2,0.0,1,4810,337,7,Fixes for LSMAIndicator,224,0,0,1,4810,337,7,0,0,0,0,0,0,0,0,0,0,none,261.8413888888889,2024,12,0,16,0,1,261.8413888888889,397,5147,735.2857142857143,4473,14.27299703264095,1.7695823247705338,0.0,2.0,0.0003885758694385079,0.2857142857142857,2.0,0,23,3,0,0,0,0.04352049737711288,small,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1238,https://github.com/ta4j/ta4j/pull/1238,merged,2024-12-12 05:56:34+00:00,2024-12-16 13:40:21+00:00,2024-12-16 13:40:21+00:00,brhurley,5,1.0,4,1217,5,6,Added Volume Weighted Moving Average,213,0,0,4,1217,5,6,0,0,0,0,4,0,1,0,0,0,none,103.72972222222222,2024,12,3,5,0,0,103.72972222222222,401,1222,203.66666666666666,1212,243.4,0.4201339811287337,0.0,6.0,0.004909983633387889,1.0,1.5,0,36,5,0,0,0,0.17430441898527005,small,0.0,0.8,0.0,0.2,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1222,https://github.com/ta4j/ta4j/pull/1222,merged,2024-11-16 16:59:09+00:00,2024-12-16 13:38:16+00:00,2024-12-16 13:38:16+00:00,nimo23,0,5.0,4,204,198,19,improve BarBuilders,1015,0,0,4,204,198,19,0,0,0,0,18,0,1,0,0,0,none,716.6519444444444,2024,11,5,16,1,1,716.6519444444444,427,402,21.157894736842106,6,1.0303030303030303,0.13821101506853595,0.0,5.0,0.012437810945273632,0.2631578947368421,1.25,0,19,2,0,0,0,2.5248756218905473,large,0.0,0.9473684210526315,0.0,0.05263157894736842,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nimo23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ta4j/ta4j,1239,https://github.com/ta4j/ta4j/pull/1239,closed,2024-12-12 14:07:40+00:00,,2024-12-12 15:28:39+00:00,francescopeloi,2,0.0,2,47,33,3,Load MA indicators in DistanceFromMAIndicator dinamically,604,0,0,2,47,33,3,0,0,0,0,1,0,1,1,0,1,touches_security,-1.0,2024,12,3,14,0,1,1.3497222222222223,401,80,26.666666666666668,14,1.4242424242424243,0.027504679615629045,0.0,2.0,0.025,0.6666666666666666,1.0,0,57,6,0,0,0,7.55,medium,0.0,0.5,0.0,0.5,2,1,0,0.0,0.0,0,3,2.73,low,1,0,0,1,0,0,0,0,0,0,0,0,0,1,francescopeloi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1237,https://github.com/ta4j/ta4j/pull/1237,merged,2024-12-10 21:07:46+00:00,2024-12-11 18:49:35+00:00,2024-12-11 18:49:35+00:00,brhurley,1,2.0,2,139,65,87,Moving rest of averages to indicators/average package,161,0,0,2,139,65,87,0,0,0,0,29,0,1,0,0,1,many_files,21.696944444444444,2024,12,1,21,0,0,21.696944444444444,403,204,2.3448275862068964,74,2.1384615384615384,0.07013693301985406,0.0,3.0,0.014705882352941176,0.034482758620689655,1.5,0,53,7,0,0,0,0.7892156862745098,small,0.0,0.9666666666666667,0.0,0.03333333333333333,2,0,0,0.0,0.0,0,0,0.0,none,1,1,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1234,https://github.com/ta4j/ta4j/pull/1234,merged,2024-12-09 16:57:41+00:00,2024-12-10 12:59:02+00:00,2024-12-10 12:59:02+00:00,sgflt,0,0.0,3,8,8,3,Fixed MockBarBuilder to use Instant.EPOCH for beginTime,63,0,0,3,8,8,3,0,0,0,0,2,0,1,0,0,0,none,20.0225,2024,12,0,16,0,1,20.0225,404,16,5.333333333333333,0,1.0,0.0055009359231258095,0.0,0.0,0.0,0.0,0.0,0,55,7,0,0,0,3.9375,tiny,0.0,0.6666666666666666,0.0,0.3333333333333333,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1226,https://github.com/ta4j/ta4j/pull/1226,merged,2024-11-22 03:36:41+00:00,2024-12-10 12:56:18+00:00,2024-12-10 12:56:18+00:00,brhurley,12,45.0,18,12178,3,39,Movingaverages,161,0,0,18,12178,3,39,0,0,0,0,27,0,1,1,0,1,"touches_security, many_files",441.3269444444445,2024,11,4,3,0,0,441.32694444444445,422,12181,312.3333333333333,12175,4059.3333333333335,4.187931279974718,0.0,57.0,0.0046794187669321075,1.4615384615384615,3.1666666666666665,1,14,1,0,0,0,0.01321730563993104,small,0.0,0.9642857142857143,0.0,0.03571428571428571,2,1,0,0.0,0.0,0,6,5.45,medium,2,1,0,1,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ta4j/ta4j,1231,https://github.com/ta4j/ta4j/pull/1231,closed,2024-12-07 10:17:54+00:00,,2024-12-09 17:19:21+00:00,nimo23,1,7.0,1,8,8,3,Fixed MockBarBuilder to use Instant.now for beginTime,702,0,0,1,8,8,3,0,0,0,0,0,0,0,0,0,0,none,-1.0,2024,12,5,10,1,1,55.024166666666666,406,16,5.333333333333333,0,1.0,0.0055009359231258095,0.0,8.0,0.5,2.6666666666666665,8.0,0,53,7,0,0,0,43.875,medium,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nimo23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ta4j/ta4j,1232,https://github.com/ta4j/ta4j/pull/1232,merged,2024-12-07 22:18:06+00:00,2024-12-08 14:10:37+00:00,2024-12-08 14:10:37+00:00,ek-ex,2,0.0,4,3,1,2,RecentSwingHighIndicatorTest Update failing tests,12,0,0,4,3,1,2,0,0,0,0,1,0,1,0,0,0,none,15.875277777777775,2024,12,5,22,1,0,15.875277777777777,406,4,2.0,2,3.0,0.0013752339807814524,0.0,2.0,0.5,1.0,0.5,0,49,4,0,0,0,3.0,tiny,0.0,0.5,0.0,0.5,2,0,0,0.0,0.0,0,0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
