comments,review_comments,commits,additions,deletions,changed_files,body_length,has_security_terms,has_financial_terms,pr_commits,pr_lines_added,pr_lines_removed,pr_files_changed,pr_complexity_changes,test_files_changed,config_files_changed,py_files,java_files,js_files,md_files,touches_security,touches_financial,merge_time_hours,created_year,created_month,created_weekday,created_hour,is_weekend,is_business_hours,time_to_close_hours,pr_age_days,total_lines_changed,lines_per_file,net_lines,add_delete_ratio,relative_pr_size,complexity_per_line,total_comments,comments_per_line,comments_per_file,comments_per_commit,has_intense_discussion,title_length,title_word_count,title_has_feature,title_has_fix,title_has_refactor,body_code_ratio,py_files_ratio,java_files_ratio,js_files_ratio,md_files_ratio,file_type_diversity,has_security_files,has_financial_files,test_file_ratio,config_file_ratio,is_focused_pr,risk_score_raw,risk_score_norm,risk_reason_count,has_risk_reason_many_files,has_risk_reason_touches_financial,has_risk_reason_touches_security,has_risk_reason_many_comments,has_risk_reason_title_financial,has_risk_reason_title_security,repo_binance/binance-connector-python,repo_ccxt/ccxt,repo_enigmampc/catalyst,repo_freqtrade/freqtrade,repo_quantopian/zipline,repo_stripe/stripe-python,repo_ta4j/ta4j,author_top_2pd,author_top_Dan-krm,author_top_TheCookieLab,author_top_anniel-stripe,author_top_caoilainnl,author_top_carlosmiei,author_top_dependabot,author_top_francescopeloi,author_top_helenye-stripe,author_top_jar-stripe,author_top_nimo23,author_top_other,author_top_pakrym-stripe,author_top_pcriadoperez,author_top_prathmesh-stripe,author_top_ramya-stripe,author_top_richardm-stripe,author_top_sc0Vu,author_top_stripe-openapi,author_top_ttodua,author_top_xavdid-stripe,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
1,0.0,1,6,1,3,0,0,0,1,6,1,3,0,0,0,0,0,0,0,0,0,0.0208333333333333,2021,7,4,12,0,1,0.020833333333333332,1632,7,2.3333333333333335,5,6.0,0.011210127244204287,0.0,1.0,0.14285714285714285,0.3333333333333333,1.0,0,17,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1.0,2021,7,2,11,0,1,48.43972222222222,1634,2,2.0,0,1.0,0.003202893498344082,0.0,3.0,1.5,3.0,3.0,0,38,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.0,1,178,0,9,153,0,0,1,178,0,9,0,0,0,0,0,0,0,0,0,0.8672222222222222,2021,7,4,11,0,1,0.8672222222222222,1632,178,19.77777777777778,178,178.0,0.2850575213526233,0.0,3.0,0.016853932584269662,0.3333333333333333,3.0,0,31,5,1,0,0,0.8595505617977528,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,1,5,1,3,0,0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0.0313888888888888,2021,7,3,10,0,1,0.03138888888888889,1640,6,2.0,4,5.0,0.009608680495032246,0.0,1.0,0.16666666666666666,0.3333333333333333,1.0,0,18,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0,2,122,2,9,109,0,0,2,122,2,9,0,0,0,6,0,0,1,2,0,70.79888888888888,2021,7,0,11,0,1,70.79888888888888,1643,124,13.777777777777779,120,61.0,0.1985793968973331,0.0,2.0,0.016129032258064516,0.2222222222222222,1.0,0,20,1,1,0,0,0.8790322580645161,0.8571428571428571,0.0,0.0,0.14285714285714285,2,1,0,0.0,0.0,0,3,2.73,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.0,4,23,0,1,0,0,0,4,23,0,1,0,0,0,0,0,0,0,0,0,21.01527777777778,2021,7,1,14,0,1,21.01527777777778,1642,23,23.0,23,23.0,0.03683327523095695,0.0,2.0,0.08695652173913043,2.0,0.5,0,18,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,2021,7,3,13,0,1,91.72888888888889,1647,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.0,4,31,10,6,0,0,0,4,31,10,6,0,0,0,3,0,0,1,0,0,63.98777777777778,2021,7,4,12,0,1,63.988055555555555,1653,41,6.833333333333333,21,3.1,0.06565931671605368,0.0,2.0,0.04878048780487805,0.3333333333333333,0.5,0,18,3,0,0,0,0.0,0.75,0.0,0.0,0.25,2,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,1,21,7,5,0,0,0,1,21,7,5,0,0,0,0,0,0,0,0,0,0.0233333333333333,2021,6,3,3,0,0,0.023333333333333334,1669,28,5.6,14,3.0,0.04484050897681715,0.0,1.0,0.03571428571428571,0.2,1.0,0,31,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1,16,4,4,0,0,0,1,16,4,4,0,0,0,0,0,0,0,0,0,0.0341666666666666,2021,7,4,12,0,1,0.034166666666666665,1653,20,5.0,12,4.0,0.032028934983440824,0.0,1.0,0.05,0.25,1.0,0,12,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0.0,1,15,6,2,241,0,0,1,15,6,2,0,0,0,0,0,0,0,0,0,100.195,2021,7,0,8,0,0,100.195,1657,21,10.5,9,2.5,0.03363038173261286,0.0,4.0,0.19047619047619047,2.0,4.0,0,37,5,0,0,0,11.476190476190476,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.0,1,2,2,2,8330,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,-1.0,2021,6,2,11,0,1,16.26527777777778,1669,4,2.0,0,1.0,0.006405786996688164,0.0,3.0,0.75,1.5,3.0,0,36,6,0,0,0,2082.5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,3,21,7,5,31,0,0,3,21,7,5,0,0,0,1,0,0,1,0,0,-1.0,2021,6,3,2,0,0,0.5758333333333333,1669,28,5.6,14,3.0,0.04484050897681715,0.0,1.0,0.03571428571428571,0.2,0.3333333333333333,0,9,3,0,0,0,1.1071428571428572,0.5,0.0,0.0,0.5,2,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,1,1345,250,35,122,0,0,1,1345,250,35,0,0,0,0,0,0,0,0,0,0.0716666666666666,2021,6,2,11,0,1,0.07166666666666667,1669,1595,45.57142857142857,1095,5.38,2.5543075649294056,0.0,1.0,0.0006269592476489029,0.02857142857142857,1.0,0,21,3,0,0,0,0.07648902821316614,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.0,4,266,140,19,1017,0,1,4,266,140,19,0,0,0,19,0,0,0,2,6,28.055,2021,5,1,7,0,0,28.055,1719,406,21.36842105263158,126,1.9,0.6501873801638487,0.0,5.0,0.012315270935960592,0.2631578947368421,1.25,0,41,7,1,0,0,2.5049261083743843,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1,6,5.45,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,87,1,1,1,0,0,0,87,1,1,1,0,0,0,0,0,0,0,0,0,-1.0,2020,5,0,12,0,1,400.175,2084,2,2.0,0,1.0,0.003202893498344082,0.0,0.0,0.0,0.0,0.0,0,52,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0019444444444444,2020,9,3,3,0,0,0.0019444444444444444,1942,2,2.0,0,1.0,0.003202893498344082,0.0,0.0,0.0,0.0,0.0,0,12,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,1,42,21,15,0,0,0,1,42,21,15,0,0,0,0,0,0,0,0,0,0.0233333333333333,2021,5,4,12,0,1,0.023333333333333334,1702,63,4.2,21,2.0,0.1008911451978386,0.0,0.0,0.0,0.0,0.0,0,17,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2.0,3,0,204,6,0,0,0,3,0,204,6,0,0,0,6,0,0,0,0,5,48.58805555555556,2021,5,2,3,0,0,48.588055555555556,1712,204,34.0,-204,0.0,0.3266951368310964,0.0,3.0,0.014705882352941176,0.5,1.0,0,21,3,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,1,27,27,29,0,0,1,1,27,27,29,0,0,0,0,0,0,0,0,0,0.0111111111111111,2021,5,2,11,0,1,0.011111111111111112,1711,54,1.8620689655172413,0,1.0,0.08647812445529023,0.0,0.0,0.0,0.0,0.0,0,17,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,1,29,29,30,0,0,1,1,29,29,30,0,0,0,0,0,0,0,0,0,-1.0,2021,5,2,11,0,1,0.014166666666666666,1711,58,1.9333333333333333,0,1.0,0.09288391145197838,0.0,0.0,0.0,0.0,0.0,0,17,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,3,10,10,3,111,0,0,3,10,10,3,0,0,0,3,0,0,0,1,0,0.9013888888888888,2021,5,2,10,0,1,0.9013888888888889,1711,20,6.666666666666667,0,1.0,0.032028934983440824,0.0,0.0,0.0,0.0,0.0,0,25,4,1,0,0,5.55,1.0,0.0,0.0,0.0,1,1,0,0.0,0.0,1,3,2.73,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,3,66,103,10,383,0,0,3,66,103,10,0,0,0,10,0,0,0,0,2,17.6825,2021,5,4,16,0,1,17.6825,1716,169,16.9,-37,0.6407766990291263,0.27064450061007495,0.0,0.0,0.0,0.0,0.0,0,16,2,0,0,0,2.2662721893491122,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,6,99,71,18,316,0,0,6,99,71,18,0,0,0,18,0,0,0,0,0,14.156666666666666,2021,5,3,12,0,1,14.156666666666666,1717,170,9.444444444444445,28,1.3943661971830985,0.272245947359247,0.0,0.0,0.0,0.0,0.0,0,41,5,0,0,0,1.8588235294117648,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,5,751,12,30,682,0,0,5,751,12,30,0,0,0,30,0,0,0,0,0,5.383333333333334,2021,5,2,6,0,0,5.383333333333334,1718,763,25.433333333333334,739,62.583333333333336,1.2219038696182674,0.0,0.0,0.0,0.0,0.0,0,38,7,1,0,0,0.8938401048492791,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4.0,4,446,89,16,744,0,1,4,446,89,16,0,0,0,16,0,0,0,0,14,20.14,2021,5,1,14,0,1,20.14,1719,535,33.4375,357,5.01123595505618,0.856774010807042,0.0,4.0,0.007476635514018692,0.25,1.0,0,29,4,1,0,0,1.3906542056074767,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,1,15,4,5,221,0,0,1,15,4,5,0,0,0,0,0,0,0,0,0,93.95777777777778,2021,4,4,5,0,0,93.95777777777778,1723,19,3.8,11,3.75,0.03042748823426878,0.0,0.0,0.0,0.0,0.0,0,23,3,0,0,0,11.631578947368421,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,2,25,25,8,102,0,0,2,25,25,8,0,0,0,8,0,0,0,0,1,15.8775,2021,5,0,11,0,1,15.8775,1720,50,6.25,0,1.0,0.08007233745860205,0.0,0.0,0.0,0.0,0.0,0,22,3,0,0,0,2.04,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,4,136,19,1,62,0,0,4,136,19,1,0,0,0,0,0,0,0,0,0,117.05638888888888,2020,12,2,12,0,1,117.05638888888889,1851,155,155.0,117,7.157894736842105,0.24822424612166638,0.0,0.0,0.0,0.0,0.0,0,39,5,0,0,0,0.4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,5,174,89,22,153,0,0,5,174,89,22,0,0,0,22,0,0,0,3,4,0.445,2020,12,1,12,0,1,0.445,1852,263,11.954545454545455,85,1.9550561797752808,0.4211804950322468,0.0,0.0,0.0,0.0,0.0,0,25,4,1,0,0,0.5817490494296578,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1,6,5.45,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,3,448,62,19,462,0,0,3,448,62,19,0,0,0,19,0,0,0,0,0,15.737222222222222,2020,12,0,18,0,0,15.737222222222222,1853,510,26.842105263157894,386,7.225806451612903,0.8167378420777409,0.0,0.0,0.0,0.0,0.0,0,21,1,1,0,0,0.9058823529411765,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1,16,16,6,0,0,0,1,16,16,6,0,0,0,0,0,0,0,0,0,0.0158333333333333,2020,10,1,5,0,0,0.015833333333333335,1909,32,5.333333333333333,0,1.0,0.051246295973505315,0.0,0.0,0.0,0.0,0.0,0,36,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,1,71,71,18,0,0,0,1,71,71,18,0,0,0,0,0,0,0,0,0,0.0177777777777777,2020,10,1,4,0,0,0.017777777777777778,1909,142,7.888888888888889,0,1.0,0.22740543838242983,0.0,0.0,0.0,0.0,0.0,0,21,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,1,8,8,5,0,0,0,1,8,8,5,0,0,0,0,0,0,0,0,0,0.1794444444444444,2020,10,4,12,0,1,0.17944444444444443,1919,16,3.2,0,1.0,0.025623147986752658,0.0,0.0,0.0,0.0,0.0,0,13,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.0,6,645,101,39,534,0,0,6,645,101,39,0,0,0,30,0,0,0,0,1,136.51611111111112,2020,10,3,18,0,0,136.51611111111112,1934,746,19.128205128205128,544,6.3861386138613865,1.1946792748823427,0.0,4.0,0.005361930294906166,0.10256410256410256,0.6666666666666666,0,46,7,1,0,0,0.7158176943699732,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,1,0,4,2,45,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0.0944444444444444,2020,9,3,9,0,1,0.09444444444444444,1941,4,2.0,-4,0.0,0.006405786996688164,0.0,0.0,0.0,0.0,0.0,0,28,4,0,0,0,11.25,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4.0,5,313,2,13,341,0,0,5,313,2,13,0,0,0,13,0,0,0,0,0,36.29416666666667,2020,9,1,15,0,1,36.29416666666667,1943,315,24.23076923076923,311,156.5,0.504455725989193,0.0,4.0,0.012698412698412698,0.3076923076923077,0.8,0,13,1,0,0,0,1.0825396825396825,1.0,0.0,0.0,0.0,1,0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,1,1056,2,30,583,0,0,1,1056,2,30,0,0,0,0,0,0,0,0,0,0.0738888888888888,2020,9,4,10,0,1,0.07388888888888889,1954,1058,35.266666666666666,1054,528.0,1.6943306606240194,0.0,0.0,0.0,0.0,0.0,0,20,3,0,0,0,0.5510396975425331,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,2,1096,33,43,495,0,0,2,1096,33,43,0,0,0,30,0,0,0,11,8,0.0630555555555555,2020,9,3,13,0,1,0.06305555555555556,1955,1129,26.25581395348837,1063,33.21212121212121,1.8080333798152344,0.0,0.0,0.0,0.0,0.0,0,13,2,0,0,0,0.43844109831709477,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1,6,5.45,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0,1,6,3,4,0,0,0,1,6,3,4,0,0,0,0,0,0,0,0,0,0.0022222222222222,2020,8,2,12,0,1,0.0022222222222222222,1970,9,2.25,3,2.0,0.01441302074254837,0.0,0.0,0.0,0.0,0.0,0,30,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,2,37,14,7,0,0,0,2,37,14,7,0,0,0,6,0,0,1,0,0,0.2316666666666666,2020,8,2,11,0,1,0.23166666666666666,1970,51,7.285714285714286,23,2.642857142857143,0.0816737842077741,0.0,0.0,0.0,0.0,0.0,0,9,2,1,0,0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,2,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,2,835,1,22,0,0,0,2,835,1,22,0,0,0,19,0,0,1,0,0,3.274722222222222,2020,6,4,1,0,0,3.274722222222222,2053,836,38.0,834,835.0,1.3388094823078263,0.0,0.0,0.0,0.0,0.0,0,13,2,1,0,0,0.0,0.95,0.0,0.0,0.05,2,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1,188,47,10,0,0,0,1,188,47,10,0,0,0,0,0,0,0,0,0,0.0141666666666666,2020,6,4,4,0,0,0.014166666666666666,2053,235,23.5,141,4.0,0.3763399860554297,0.0,0.0,0.0,0.0,0.0,0,20,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,2,1487,10,43,0,0,1,2,1487,10,43,0,0,0,30,0,0,0,0,25,15.132777777777775,2020,6,1,13,0,1,15.132777777777777,2055,1497,34.81395348837209,1477,148.7,2.3973657835105455,0.0,0.0,0.0,0.0,0.0,0,26,4,1,0,0,0.0,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1,444,0,18,0,0,0,1,444,0,18,0,0,0,0,0,0,0,0,0,0.1452777777777777,2020,6,1,7,0,0,0.14527777777777778,2055,444,24.666666666666668,444,444.0,0.7110423566323862,0.0,0.0,0.0,0.0,0.0,0,21,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,3,796,4,35,0,0,0,3,796,4,35,0,0,0,30,0,0,0,0,4,0.05,2020,6,1,4,0,0,0.05,2056,800,22.857142857142858,792,199.0,1.2811573993376328,0.0,0.0,0.0,0.0,0.0,0,7,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,1,0.0,0.0,1,3,2.73,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1,757,0,28,0,0,0,1,757,0,28,0,0,0,0,0,0,0,0,0,0.0122222222222222,2020,6,0,12,0,1,0.012222222222222223,2056,757,27.035714285714285,757,757.0,1.2122951891232352,0.0,0.0,0.0,0.0,0.0,0,17,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
